"국적(지역)별","성별","체류자격별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"카타르","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"카타르","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","1","1","1",
"카타르","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","0","0","0",
"카타르","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","0","0","0",
"카타르","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"카타르","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"카타르","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"카타르","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"카타르","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"카타르","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"카타르","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"카타르","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","0","0","0",
"오만","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","0","0","0",
"오만","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","1","1","1",
"오만","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","0","0","0",
"오만","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","0","0","0",
"오만","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"오만","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","0","0","",
"바레인","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","0","0","",
"바레인","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바레인","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","1","1","",
"바레인","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","0","0","",
"바레인","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","0","0","",
"북아메리카주계","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","3","3","2","2","2",
"북아메리카주계","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","791","787","761","731","700",
"북아메리카주계","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","3077","3404","3553","3747","3907",
"북아메리카주계","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","16","18","19","24","24",
"북아메리카주계","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","12","12","19","19","22",
"북아메리카주계","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","4","3","3","3","3",
"북아메리카주계","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","162","164","165","161","166",
"북아메리카주계","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","1140","1299","1425","1566","1738",
"북아메리카주계","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","9","14","13","13","17",
"북아메리카주계","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","3","5","4","5","5",
"미국","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","13","3","","","","","","","","",
"미국","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","13","3","3","2","2","2","2","1","1","1",
"미국","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","440","450","","","","","","","","",
"미국","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","440","450","459","467","470","477","477","463","447","434",
"미국","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","1872","1987","","","","","","","","",
"미국","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","1861","1976","2066","2115","2191","2300","2581","2706","2868","3013",
"미국","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","3","4","2","6","12","12","14","14","18","17",
"미국","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","8","7","7","7","8","10","9","16","16","19",
"미국","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","6","3","","","","","","","","",
"미국","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","6","3","3","3","3","4","3","3","3","3",
"미국","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","100","100","","","","","","","","",
"미국","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","100","100","104","106","114","120","122","121","117","121",
"미국","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","575","649","","","","","","","","",
"미국","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","572","645","705","757","849","948","1088","1199","1316","1466",
"미국","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","1","2","2","4","5","8","13","13","11","15",
"미국","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","2","2","3","4","4","2","3","2","4","4",
"캐나다","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","5","1","","","","","","","","",
"캐나다","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","5","1","1","1","1","1","1","1","1","1",
"캐나다","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","322","320","","","","","","","","",
"캐나다","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","322","320","318","319","317","314","310","298","284","266",
"캐나다","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","794","788","","","","","","","","",
"캐나다","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","789","780","786","800","778","777","823","847","879","894",
"캐나다","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","2","4","3","3","3","4","4","5","6","7",
"캐나다","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","3","4","4","4","3","2","3","3","3","3",
"캐나다","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","3","2","","","","","","","","",
"캐나다","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","3","2","1","0","0","0","0","0","0","0",
"캐나다","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","34","35","","","","","","","","",
"캐나다","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","34","35","36","38","39","42","42","44","44","45",
"캐나다","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","142","149","","","","","","","","",
"캐나다","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","140","148","168","179","178","192","211","226","250","272",
"캐나다","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","2","1","1","1","1","1","1","0","2","2",
"캐나다","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","1","2","2","1","1",
"남아메리카주계","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","0","0","0","0","0",
"남아메리카주계","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","13","13","13","13","14",
"남아메리카주계","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","214","256","286","306","326",
"남아메리카주계","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","5","5","7","6","3",
"남아메리카주계","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","1","2","2","2","2",
"남아메리카주계","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","1","0","0","0","0",
"남아메리카주계","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","27","27","27","29","31",
"남아메리카주계","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","433","531","617","725","839",
"남아메리카주계","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","7","7","7","6","9",
"남아메리카주계","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","","","","","","1","2","4","3","5",
"아이티","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"아이티","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바베이도스","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"바하마","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"도미니카연방","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","0",
"가이아나","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","0",
"가이아나","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"가이아나","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","0",
"가이아나","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","0",
"가이아나","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","1",
"불령가이아나","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"불령가이아나","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","","","","","","","","","",
"마르티니크","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","","","0","","","","","","","",
"마르티니크","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","","","0","","","","","","","",
"마르티니크","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","","","0","","","","","","","",
"마르티니크","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","","","0","","","","","","","",
"마르티니크","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","","","0","","","","","","","",
"마르티니크","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","","","0","","","","","","","",
"마르티니크","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","","","0","","","","","","","",
"마르티니크","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","","","0","","","","","","","",
"마르티니크","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","","","0","","","","","","","",
"마르티니크","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","","","0","","","","","","","",
"브라질","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"브라질","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"브라질","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","2","4","","","","","","","","",
"브라질","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","2","4","4","5","5","5","5","5","5","5",
"브라질","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","23","28","","","","","","","","",
"브라질","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","23","28","44","45","52","61","80","86","95","97",
"브라질","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"브라질","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"브라질","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","1","1","","","","","","","","",
"브라질","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","1","1","0","0","0","0","0","0","0","0",
"브라질","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","10","8","","","","","","","","",
"브라질","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","10","8","7","7","7","9","9","9","11","11",
"브라질","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","29","32","","","","","","","","",
"브라질","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","28","31","45","57","71","91","123","148","173","221",
"브라질","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","1","1","0","1","1","1","1","1","1","1",
"브라질","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","1","1","1",
"멕시코","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"멕시코","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"멕시코","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"멕시코","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","1","2","2","2","2","2",
"멕시코","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","31","36","","","","","","","","",
"멕시코","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","31","36","40","46","46","45","57","59","59","62",
"멕시코","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","2","2","1","1","1","1","0","0",
"멕시코","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"멕시코","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"멕시코","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"멕시코","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","4","4","","","","","","","","",
"멕시코","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","4","4","4","3","4","4","4","4","4","4",
"멕시코","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","42","46","","","","","","","","",
"멕시코","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","42","46","50","52","70","86","111","130","159","181",
"멕시코","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"멕시코","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","1","1","1","1",
"페루","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"페루","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"페루","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","5","4","","","","","","","","",
"페루","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","5","4","4","4","4","4","4","4","3","3",
"페루","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","30","31","","","","","","","","",
"페루","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","28","29","29","31","32","32","33","32","33","34",
